lastfm_artist_id	lastfm_artist_name	spotify_artist_id	spotify_artist_name	similarity_score
11534	Omnimotion	13zJM7c7ITOoKJXQXsLRi9	Omnimotion	1.0
11535	Suns of Arqa	0Oz8ZD9iTQjBczw0tDQ33h	Sunset Lover	0.5833333333333333
11536	Desert Dwellers	6EN5zX1Q2W7qcesyatdUfO	Desert Dwellers	1.0
11537	The Infinity Project	3MSq3HlSCnY9LNSlkDaEMx	The Infinity Project	1.0
11538	Bangkok Impact	0IZKHnApiIDdUcIkNQOXUg	Bangkok Impact	1.0
11539	Dub Trees	4hOrjE6e4JXXzP8syEKGU1	Trundles artist development	0.2777777777777778
11540	Squadra Blanco	1OyYQvTvWKU3QD9AFoDNRp	Squadra Blanco	1.0
11541	Polarius	0CQiSsqPEpbTVf9RNpM4bM	Polarius	1.0
11542	International Observer	7tSyPKnQ8mlylZDDKVAWws	International Observer	1.0
11543	Taruna	6x6I4Lbksn0lXPpneGARKY	Taruna	1.0
11544	Aural Planet	65Ro0pDM9tAmQZZnHnSNoP	Aural Planet	1.0
11545	Seahorse Transform	07GKzHgkhlnqDLyTWSEiAg	Seahorse Transform	1.0
11546	Alden Tyrell	0UPIlxAvQQlquRCyGw5lFK	Alden Tyrell	1.0
11547	The Honorary Title	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.625
11548	The Early November	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.5
11549	Pretty Girls Make Graves	3okeQxv9lGt59TGlLikfzN	Pretty Girls Make Graves	1.0
11550	The Format	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.5
11551	Jesse Lacey	1aT67zKHExe9eCqc0Ny0GG	James Lacey	0.8181818181818181
11552	Annuals	6RGtmi36A5vvytFxqbHa1y	Annuals	1.0
11553	The Movielife	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.4444444444444444
11554	Limbeck	5Z4ngHRac2Ytp2KxckKJTt	Limbeck	1.0
11555	Single File	37pQvKClaOxAsDgWgAccM9	Single File	1.0
11556	Forgive Durden	2pUuQ3rIUcUKSqBpWa10rG	Forgive Durden	1.0
11557	Showtek	3gk0OYeLFWYupGFRHqLSR7	Showtek	1.0
11558	DJ Frane	2hkP6QHEvx27CJ8VOJF7JD	DJ Frane	1.0
11559	Brennan Heart	5QySqc6yAFDx9m7fedFZmC	Brennan Heart	1.0
11560	Kryptic Minds	23LqlHZ1oiZIXBds7uq7F9	Kryptic Minds	1.0
11561	Anugama	32jWVahzVA12ckEt9Zb5Aq	Anugama	1.0
11562	Adore	7ofG5BaSiQp8WeL4YCYDhF	adore	1.0
11563	NiT GriT	6VOifgR9dl65Y4McyK5vr3	Nit Grit	1.0
11564	Count Dee's Hit Explosion	6eBZxZkmQbk6pGFnaQSCyp	Count Dee's Hit Explosion	1.0
11565	Vale	7bzKgx8PQw6TCVDSD43pc1	Valexus	0.7272727272727273
11566	Headhunterz	6C0KWmCdqrLU2LzzWBPbOy	Headhunterz	1.0
11567	Atlas Plug	39ZK2Yf7SuSmYONbsmDEfv	Atlas Plug	1.0
11568	Peatbog Faeries	5KyefvLJv46ZwqDBrzoNtK	Peatbog Faeries	1.0
11569	Informant	2Q1ly23i4eOa3DKL9aHXsk	Informant	1.0
11570	Ruth Flowers Mamy Rock	6Z5dtyrb9Z0LgAkwjqMyY1	Ruth Slenczynska	0.4736842105263158
11571	Mocca	7jm6MsWHPzZETR9JkAVaQQ	Mocca	1.0
11572	Sky Sailing	3uC7RGF9NH9DIJWq92UB6O	Sky Sailing	1.0
11574	Jérémy Amelin	6EF4HWfjexcF6EmdoRnSVC	Elly Ameling	0.64
11575	Danny Fernandes	5H1nN1SzW0qNeUEZvuXjAj	Danny Ocean	0.7619047619047619
11575	Danny Fernandes	77ziqFxp5gaInVrF2lj4ht	Sech	0.33333333333333337
11576	5ivesta Family	3F0C5TaUbgpKLp1oFyU5aZ	5ivesta family	1.0
11577	Dirty Money	0Qxn1efMQy27z127w5VV8g	DIRTY MONEY	1.0
11578	Hana Pestle	40lmBYyahQHhNiutO05hUn	Hana Pestle	1.0
11579	Tribalistas	4laQz4PaKeh2Hu6QL6evVD	Tribalistas	1.0
11580	Ponto Nulo No Céu	6owybFVxTfAl9RpASR0hHe	Ponto Nulo no Céu	1.0
11581	Halestorm	6om12Ev5ppgoMy3OYSoech	Halestorm	1.0
11582	Christina Aguilera, Jennifer Hudson, Florence Welch, Martina McBride, Yoland Adams	4hqa8yw0r5LuBvE3lVGYiX	Latin Artist Collective	0.3125
11582	Christina Aguilera, Jennifer Hudson, Florence Welch, Martina McBride, Yoland Adams	0Le0xLw8bmlimx2cMVtVbr	Adamson	0.8333333333333334
11583	Adrienne Bailon	5kP1rZbHyBqGEg2NgwRCK4	Adrienne Bailon	1.0
11584	Chris Brown (feat. Lil' Wayne & Swizz Beatz)	7bXgB6jMjp9ATFy66eO08Z	Chris Brown	0.9166666666666666
11584	Chris Brown (feat. Lil' Wayne & Swizz Beatz)	5OIXzogZi85GrRqWR1Uw9v	All Artist Blue Squad PAN	0.36
11587	Alberto Iglesias	3ti3DSNOdg2yPshkZsriGa	Alberto Lizzio	0.6666666666666667
11588	Syd Matters	4kDmwaDsfY9hcvz7K0otLJ	Syd Matters	1.0
11589	The Dodos	10tysauSA5JATqniBDu2Ed	The Dodos	1.0
11590	Disney	3xvaSlT4xsyk6lY1ESOspO	Disney	1.0
11592	Airiel	1WOhabhnnH1k6KcD81xGD1	Airiel	1.0
11593	Tyko	07g8F2a7hgSwOuWnS3gwwq	Tyko	1.0
11594	Telefunka	1bXOJUefXiubpe3686KYFm	Telefunka	1.0
11595	Farhad	1Ji3SH1xBs6l9DWGoca1vD	Farhad ziak	0.7058823529411764
11596	Kiosk	42o3S5oDd4Q4YyMNRmN5oS	Kiosk	1.0
11597	Tony Joe White	2DPURDst3DmK8b1AU47fFT	Tony Tonite	0.72
11598	I Am Kloot	4IDoKaZIEacb3QncU8RQMp	I Am Kloot	1.0
11602	The Pogues	2wzMOQwNT6ZvVB4amvhFAH	The Pogues	1.0
11603	The Gloria Record	4XC4r2EEPyi9Ox0ZinPaIV	Nature on Record	0.6666666666666667
11604	Envy	0CfjW2VuMdrhWodHtG7DWi	envy	1.0
11605	Krallice	7pICtPXy11dc7D82jsF1Xy	Krallice	1.0
11606	Dancing Ghosts	3p0vuGnsU3JN0ZVBLiJwmp	Dead Ghosts	0.72
11607	Pulling Teeth	4a9NXVL2Qxsst3B8ezK7nO	American Teeth	0.5925925925925926
11608	Heaven In Her Arms	5fKs3wJDbfdrr7qLQu0JpF	Heaven Pierce Her	0.6857142857142857
11609	Suffocate For Fuck Sake	47FFjsWcH3dEadNQRdjYGC	Mula Sakee	0.4242424242424242
11610	L'Homme Puma	5Aw0IGM5JS3FuTgtRsDWGA	Chocolate Puma	0.6153846153846154
11611	Lantlôs	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.375
11612	Woe	7cJKpArbks6AeFAFlk8nMj	woest	0.75
11613	Nvblado	52doTcFDbpW5oKv4pspICQ	Nvblado	1.0
11614	Pianos Become The Teeth	5gbwngeG3dwS4ARmtgud9C	Pianos Become The Teeth	1.0
11615	Omega Massif	3x1aecvlOZRUe1ecY7Xzgz	Omega Massif	1.0
11616	United Nations	3GjGdUg7HGaoqwMzFBbdqt	Kids United Nouvelle Generation	0.5777777777777777
11617	Supermachiner	2dTuJXlMdiprlVjO5XL3wm	Supermachiner	1.0
11618	Girlfriends	4Dwhb9SL7iO3L27oXvEiO7	girlfriends	1.0
11619	Tall Ships	2YpeBulmZw7UMGnSfV4beS	Tall Ships	1.0
11620	Kowloon Walled City	5nWNvs5gvaHWsai19HTFh9	Kowloon Walled City	1.0
11621	Altar of Plagues	3IHtj2vrP8vdBfNcG9iLhJ	Altar De Fey	0.5714285714285714
11622	The Depreciation Guild	3Hg2a04c1Z2I3wKX32hLGU	The Depreciation Guild	1.0
11623	As Tall as Lions	7MiDcPa6UiV3In7lIM71IN	Gusttavo Lima	0.4137931034482759
11624	Fall of Efrafa	4y51TJhVBxO0Hc3Ya5dylT	Fall Of Efrafa	1.0
11625	Rosetta	3ckZJlQFpb6blzThP9YLx7	Rosetta	1.0
11627	Buried Inside	4iylWAhvTVtSVhIeAoM7Bl	weird inside	0.72
11628	Martha Rossi	09aWKVJO8DifpgI9XORNT1	Martha Rossi	1.0
11629	Altai Hangai	78ojPwtNp2GIthd85v2h36	Altai Khangai	0.96
11630	Edgar Froese	2XP4UvuJoUxBIjO95l8Mlr	Edgar Froese	1.0
11631	Huun-Huur-Tu	1bK0K2tuAcvMScEWIHt54t	Huun-Huur-Tu	1.0
11632	Picture Palace music	2ERrGspEfSe1sycxXBU48l	Picture Talk	0.625
11633	Yat-Kha	4QuNnNtBX6Qbd9lFhr4cqo	Artush Khachikyan	0.41666666666666663
11634	Nanni Svampa	7ETc7IPiBipG1TPvRZW5at	Nanni Svampa	1.0
11635	Laika	1ktqCH9OrzelCu4cpUT1oR	Laika	1.0
11636	Biglietto per l'Inferno	32iWqX9jgLPJBZBXNEhxtR	Biglietto Per L'Inferno	1.0
11637	Ed Bruce	4AGwPDdh1y8hochNzHy5HC	RAC	0.36363636363636365
11638	Klaus Schulze	3U2U4TR03ZuStsizrv0EJB	Klaus Schulze	1.0
11639	Lata Mangeshkar	61JrslREXq98hurYL2hYoc	Lata Mangeshkar	1.0
11640	Merle Haggard	2ptmyXoL7poH6Zq62h1QT9	Merle Haggard	1.0
11641	Ascaron Entertainment	4EocOI6ihwLrX0mT95nBOT	Mob Entertainment	0.7894736842105263
11642	Steven Halpern	2J3qGaj5UzHvu0fjlLgb8k	Steven Halpern	1.0
11643	Lea Michele and Idina Menzel	16rJDrSGCHMXjPUuKwQcvp	Lea Michele	1.0
11643	Lea Michele and Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	Idina Menzel	1.0
11644	B.o.B feat. Eminem & Hayley Williams	4MTeTmh0kUXbjZIlAOvEV0	Artis Robežnieks	0.19047619047619047
11644	B.o.B feat. Eminem & Hayley Williams	6Rx1JKzBrSzoKQtmbVmBnM	Hayley Williams	0.7692307692307692
11645	Julian Bream	6vjF8XdNoqVRj5G021FBM6	Julian Bream	1.0
11646	Andrés Segovia	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11646	Andrés Segovia	3Din7QXYnTjT52WF62KS97	Andrés Segovia	0.88
11647	Christopher Parkening	13kMpt8IdcHcdxPLcJrgU2	Christopher Larkin	0.8717948717948718
11648	Sharon Isbin	3TXeUeBzDNk93uvzr0byAu	Sharon Isbin	1.0
11649	Manuel Barrueco	7qAoXV4U0qDxQAUqhszjAA	Manuel Carrasco	0.8
11650	Paul Desmond	68l2i6GeNtwQlhKS59u5bu	Paul Desmond	1.0
11651	Fernando Sor	6iAY2AyUZLSX3PWLIAfFZY	Fernandinho	0.5333333333333333
11651	Fernando Sor	3BkpSBxHlwbVX1KZtbM2Qb	Osore	0.8
11652	Stan Getz	0FMucZsEnCxs5pqBjHjIc8	Stan Getz	1.0
11653	Leo Brouwer	4PdumqEAuo2EQzukVWnxa0	Leo Brouwer	1.0
11654	Joaquín Rodrigo	3eqv9LW7ZXlYWXVFjHS4Mr	Joaquín Rodrigo	1.0
11655	Dexter Gordon	3NUsiT2JSyaWAnWaXxDzhQ	Dexter Gordon	1.0
11656	Gerry Mulligan	6l40OFJhuTbHQ9V12evc9K	Gerry Mulligan	1.0
11657	Gerald Garcia	5yVFKMGcxmH6Sy0nyEOQ1u	Gerald Garcia	1.0
11658	Sérgio & Odair Assad	6Xb4ezwoAQC4516kI89nWz	Imogen Heap	0.23529411764705888
11658	Sérgio & Odair Assad	2MuI5yugf77Xp7StmmTOql	Odair Assad	1.0
11659	Art Pepper	3GpMtIOC5ZLvMBMI7IxPvA	Art Pepper	1.0
11660	Carlos Barbosa-Lima	28IcRPf399RPv4TUiZ7uol	Marina Lima	0.4666666666666667
11661	Eduardo Fernández	7tsJdiDs6OEslhHgMjsi7P	Fern4ndez	0.6153846153846154
11662	David Russell	33NVpKoXjItPwUJTMZIOiY	David Kushner	0.6923076923076923
11663	Narciso Yepes	5JGhqXGzv9PQznmDxauQ9w	Narciso Yepes	1.0
11664	Abdullah Ibrahim	39mb0I6tdTcCXkeigvzxOJ	Abdullah Ibrahim	1.0
11665	Carlos Montoya	0fqQJD6wePdVDxuPUVrLyX	Carlos Montoya	1.0
11666	Joe Henderson	3BG0nwVh3Gc7cuT4XdsLtt	Joe Henderson	1.0
11667	Cannonball Adderley	5v74mT11KGJqadf9sLw4dA	Cannonball Adderley	1.0
11668	Archie Shepp	7C2DSqaNkh0w77O5Jz1FKh	Archie Shepp	1.0
11669	Sonny Stitt	217b0uqAzsOOhGcnoANZqj	Sonny Stitt	1.0
11670	Ben Webster	3D1JNJeLVPBmwhCbyqlTHW	Bengü Beker	0.6363636363636364
11671	Francisco Tárrega	3cYz1jb3gzmFv2R0Dj3U2t	Francisco Tárrega	1.0
11672	Lara & Reyes	29A0ZyAAZilbn5F6Vztd5i	LARA	1.0
11672	Lara & Reyes	0FwnPHExlRRxEZPLAi5tmG	JC Reyes	0.7692307692307692
11673	Los Angeles Guitar Quartet	3EK1eCIbh3eDCkLdbMQHpT	Solo Artist Saxx	0.38095238095238093
11674	Coleman Hawkins	0JM134st8VY7Ld9T2wQiH0	Coleman Hawkins	1.0
11675	Hank Mobley	5cbutZUQE7SUCA6MsEMbBv	Hank Mobley	1.0
11676	Souad Massi	0oXFsuB6XBuDTsXJgplR7k	Souad Massi	1.0
11677	Eliot Fisk	7iv6yuZRhypySGFOvIJ9Ar	Eliot Fisk	1.0
11678	Lester Young	05E3NBxNMdnrPtxF9oraJm	Lester Young	1.0
11679	Andrew Hill	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11679	Andrew Hill	7gG8L3FNYDI6EOtYbOZKC4	Artist Running Club	0.2962962962962963
11680	Kazuhito Yamashita	71seUToXIp7TazEx9MijWt	Kumiko Yamashita	0.8235294117647058
11681	BallakÃ© Sissoko	0OQeMFqoRD5clB0cPYVbxY	Ballaké Sissoko	0.9032258064516129
11682	Wayne Shorter	0ZqhrTXYPA9DZR527ZnFdO	Wayne Shorter	1.0
11683	Alirio Diaz	5J7rXWjtn5HzUkJ4Jet8Fr	Alvaro Diaz	0.8181818181818181
11684	Lost Sounds	19MNF0TUercueIIxCeQyHa	Lost Sounds	1.0
11685	Gucci Mane	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	1.0
11686	Cadence Weapon	179CHqJZlZwKBQhjcOeAOS	Cadence Weapon	1.0
11687	B1A4	3sxWOFw4MSN54SIQ8np6iG	B1A4	1.0
11688	장근석	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11689	민호	4AGwPDdh1y8hochNzHy5HC	RAC	0.0
11690	Sabrina	1YB5pnFfL7Y2vjRJLPxaLU	Sabrina	1.0
11691	Cinta Laura	2hpcsQx9HOJnoKczjvXehn	Cinta Laura Kiehl	0.7857142857142857
11692	엠블랙(MBLAQ)	14f1WN9TUDVBK4sHUStmLG	MBLAQ	0.6666666666666667
11693	Jang Geun Suk & Park Shin Hye	529ZdRwFoSKtQ0LPwKxGiu	Jang Beom June	0.5925925925925926
11693	Jang Geun Suk & Park Shin Hye	4MoCPQEZqegox8Ng6SUGrb	PM Artist Sessions Project	0.46153846153846156
11694	Beast	1Pr9gT0veB2tgcisQeIGoC	Beast	1.0
11695	Mac Miller	4LLpKhyESsyAXpc4laK94U	Mac Miller	1.0
11696	2AM	5SnaL8SsjGMHQNyqpa8Zos	2AM	1.0
11697	미스에이(miss A)	5bpoMhoeJ19sJSuELfgWMk	Missan	0.5555555555555556
11698	애프터 스쿨(After School)	0gkeMf1I9r5U5Hne19vr9A	Play School	0.5161290322580645
11699	安良城紅	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11700	Maksim Mrvica	31AB81XocIyXgWe4k8N292	Maksim Mrvica	1.0
11701	Dirty Little Rabbits	7G3jhQQ4yMlkZnUBxcmeAs	Dirty Little Rabbits	1.0
11702	제빵왕	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11703	Blotted Science	2Zhk6Eu0cTqw9zKlbMl3yv	Water Science	0.7142857142857143
11712	Yndi Halda	6fJ7oFpKH1xy1xE9Xx1vFJ	Yndi Halda	1.0
11716	Kjartan Sveinsson	1yNnmCrLBExyTTvdYKy1bb	Kjartan Sveinsson	1.0
11717	Jonathan Groff	7KkqUt65v6LMtR369OQ6FB	Jonathan Groff	1.0
11718	Ryan Tedder	7j6DKwmjbxvpQO8h914uEz	Ryan Castro	0.6363636363636364
11719	Clea	7KYseTkErcYMRvcIqacxUq	clearmind	0.6153846153846154
11720	Lisa Scott-Lee	44h2oaMjofGcXfryCCVzhV	Lisa Scott-Lee	1.0
11721	Ákos	1Tz269CxkuwfLfd9sk4R0p	Ákos	1.0
11722	Юлия Савичева	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.09090909090909094
11723	Fauxliage	6ierbDt5lXP2XcHviKQTEy	Fauxliage	1.0
11724	Mark Owen	1n2pb9Tsfe4SwAjmUac6YT	Jake Owen	0.7777777777777778
11725	BBMak	7y1GT7SdgGiFLWoktv2TSw	BBMAK	1.0
11726	Cherry Ghost	2f7VJ37O9YUj6kpMKph9YC	Cherry Ghost	1.0
11727	Gary Barlow	37W8SKV5Vc8lcGtdyWCA5m	Gary Allan	0.6666666666666667
11728	Erik Hassle	6MKNzi38fPQCFRdWOtHqTJ	Erik Hassle	1.0
11729	Lissie	3j4FHbC5zwmYGJ7r0ZgaMt	Lissie	1.0
11730	D:Ream	2dCQKsTjB762AhtIACbAQA	D:Ream	1.0
11731	Gypsy & The Cat	4AoyJusH9fqC2kiko5L4ms	Gypsymen	0.7692307692307692
11731	Gypsy & The Cat	59w3qu0EcvkKidl3jJ9yuF	Artis Batak	0.4444444444444444
11732	Ian Schranz	6FVNm2oazziZGaRpGduGY2	Artistan Afghan	0.5384615384615384
11733	Jonathan Richman	6hkch2KhRl0tywpeVK5xR5	Jonathan Richman	1.0
11734	nosnow/noalps	74vPojspGYK8fqTXiEi6Tz	nosnow/noalps	1.0
11735	Daniel  Cassar	12KuAqCu5BfvDqTQqKIKJR	Yvan Cassar	0.72
11736	Woody Guthrie	4rAgFKtlTr66ic18YZZyF1	Woody Guthrie	1.0
11737	The Concretes	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.5185185185185186
11738	White Denim	0RdRumkn2UydUjqytNJ2Cp	White Denim	1.0
11739	The Submarines	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.5714285714285714
11740	Bark Bark disco	0Ki1ukssSPXwdkSHx7pXYQ	Betül Barkin Yildiz	0.5294117647058824
11741	Jeffrey Lewis	2Icsf5D1lAs2EFx6kggg5D	Jeffrey Lewis	1.0
11742	Black Francis	6eU0jV2eEZ8XTM7EmlguK6	Black Pumas	0.6666666666666667
11743	Slow Club	65FHTCI8EmW94W0TdWb8ja	Slowboy	0.625
11745	Herman Düne	0Vf18qsd31ZpcAiHuFvig1	Luis Hermandez	0.64
11746	Ayn Rand	1vgu2b0I2ndEobSoJvSYMY	Ayn Rand	0.7692307692307692
11746	Ayn Rand	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11747	The Reduction Agents	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.5882352941176471
11748	Sore Eros	0JqrKhcoI0d4b6YrVM6AHV	Sore Eros	1.0
11749	Luke Buda	0BvkDsjIUla7X0k6CSWh1I	Luke Bryan	0.736842105263158
11751	Bored Housewife	2WzWA0nOe1GaQ1W2bclr6k	bored housewife	1.0
11752	Ortega Cartel	5wa3UkofRgI0jl6fKB6q4J	Grupo Cartel	0.64
11753	Mayer Hawthorne	4d53BMrRlQkrQMz5d59f2O	Mayer Hawthorne	1.0
11754	The Cat Empire	023YMawCG3OvACmRjWxLWC	The Cat Empire	1.0
11755	Małpa	4Oy0tTQfhCKKaBPkQJhZHK	Małpa	1.0
11756	Fisz Emade	798VpFy21dxsu2rrdO441h	Fisz Emade	1.0
11757	The Jonesz	4z7Xx1AO2AJBOpghhYMCxs	the Jonesz	1.0
11758	Evidence	6VfeYClQyVUCPJdXb9jl3O	Evidence	1.0
11759	Theophilus London	1eNO1DUCOtZgCzlwtjtb1t	October London	0.5806451612903225
11760	Waglewski Fisz Emade	1iVtqED0cwyZXzrWZPih4H	Waglewski Fisz Emade	1.0
11761	El Da Sensei & Returners	1MdXFbsQnABjfzSxlJLzRB	El Da Sensei	1.0
11761	El Da Sensei & Returners	7d0FKKbj9zx3044GBse5Gx	Returners	1.0
11762	Illa J	6WMy37RVOqxKTyv1FKosOI	Illaj	0.9090909090909091
11763	Gilberto Gil	7oEkUINVIj1Nr3Wnj8tzqr	Gilberto Gil	1.0
11764	Gal Costa	1b8kpp4DUwt1hWaxTiWQhD	Gal Costa	1.0
11765	Gotan Project	44ejFPE33H5aOInxNV2BFP	Gotan Project	1.0
11766	Nana Caymmi	1hQT9TlJXMBP6Dy4lExSKn	Nana Caymmi	1.0
11767	Mart'nália	6KyUat70qaniuiZq63HzFZ	Pink Martini	0.5454545454545454
11768	Conway Twitty	7gi3jmwpUpNWdswT8eEprF	Conway Twitty	1.0
11769	Kenny Rogers	4tw2Lmn9tTPUv7Gy7mVPI4	Kenny Rogers	1.0
11770	The Oak Ridge Boys	3XnO697XIus1M0cMuxZjos	The Oak Ridge Boys	1.0
11771	Sammy Kershaw	3tkZthBATD0S45hm1DmB2O	Sammy Kershaw	1.0
11772	Ricky Van Shelton	4uaaRGr9KMfYPDaUnBIngc	Ricky Van Shelton	1.0
11773	Tracy Byrd	0xxJO75NeIAF5jYruLYIDT	Tracy Byrd	1.0
11774	Don Williams	1l2ekx5skC4gJH8djERwh1	Don Diablo	0.5454545454545454
11775	Randy Travis	4KWTAlx2RvbpseOGMEmROg	R.E.M.	0.2857142857142857
11775	Randy Travis	5IkHDfUNRiqyATjgbDHuGy	Sky Travis	0.8888888888888888
11776	David Hasselhoff	5gOJTI4TusSENizxhcG7jB	David Bisbal	0.5714285714285714
11777	Mickey Gilley	5kFY4Bv5VRSBsM6CUYBoTC	Mickey Gilley	1.0
11778	John Michael Montgomery	7mPcfx7PhnBh6n4HMCd61A	John Michael Montgomery	1.0
11779	Waylon Jennings	7wCjDgV6nqBsHguQXPAaIM	Waylon Jennings	1.0
11780	Tracy Lawrence	2BQVRw9md4UKcGUrDXABCD	Tracy Lawrence	1.0
11781	Robin Williams	2WvLeseDGPX1slhmxI59G3	Robin S	0.6666666666666667
11782	Blackhawk	4mOt6H7OnuqLnQrm1Bboc6	BlackHawk	1.0
11783	Gas	2lUu7lqeW7Anu16tWuDfom	Artis Gaga	0.3076923076923077
11784	Steve Reich	57vWImR43h4CaDao012Ofp	Steve Lacy	0.6666666666666667
11785	Brutality Will Prevail	3Lrq7jnwOegUxvOYbd49fw	Brutality Will Prevail	1.0
11786	Nhor	6hFoNi5ikYMsV8FkfiIpn4	Nhor	1.0
11787	Touche Amore	16QCJENzcdhwka9bTKYMVB	Touché Amoré	0.8333333333333334
11788	Fucked Up	2FRfJyV85zb19tO6uiXBGl	sped up + slowed	0.4
11789	Dam-Funk	1AEcpjnSCmm53IBZQo3g9z	DāM-FunK	0.875
11790	Circle of Ouroborus	5ejZ8hLhGmCkVh1l8QHbRL	Ouroborus	0.6428571428571428
11791	Ty Segall	58XGUNsRNu3cVOIOYk5chx	Ty Segall	1.0
11792	Burn Down Rome	22y08IZx7u6SWpsfap1Cub	Rio Romeo	0.6086956521739131
11793	Ghosts	4FJ25XspafyulObwr5aFIr	GHOSTSHELL	0.75
11794	SLAPPER	5hzERZGrAw1M3ESrYYtxUs	AI Slappers	0.7777777777777778
11795	Midtown	5dePEjHD5QEEKixOHXuRRA	Midtown	1.0
11796	Falling Up	0qJxsH9kWhslWau4Ork4Zm	Falling Up	1.0
11797	The Idan Raichel Project	0sLQDgEES6Jv9ZWgswAxOm	The Idan Raichel Project feat. Vieux Farka Toure	0.6666666666666667
11798	Moshav	1FQxNniQ00e77TnPptdnXo	Moshav	1.0
11799	Tyrone Andrew	6aapEQN8zrKOf2NOKf0MPI	Tyrone	1.0
11799	Tyrone Andrew	3L7L7o7SKkWI8wsU43ycRl	Artist Rescue	0.25
11800	Alicia Svigals	4dTSqYzgl55shn3SZOb5mE	Alicia Svigals	1.0
11801	Iron & Wine and Calexico	5ipMGfqXuBuihDpKIH4IEm	Ironik	0.8
11801	Iron & Wine and Calexico	1OmdWpAh1pucAuZPzJaxIJ	Calexico	0.64
11802	Andrei Machado	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11802	Andrei Machado	4Ge1bOiTkoFuX9eeJjCtxg	Andrei Machado	0.88
11803	The Juliana Theory	48vmXfV0QPy3ljXBp81Fwn	Coyote Theory	0.5806451612903225
11804	Marion Harris	3DKeMjxwO1cm2E2Cth4CGs	Artie Harris	0.8
11805	African Children's Choir	5nbhCNXWLMuNiXyPwTK0ud	African Children's Choir	1.0
11806	David Crowder Band	0oSGxfWSnnOXhD2fKuz2Gy	David Bowie	0.6923076923076923
11806	David Crowder Band	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11807	Amina Alaoui	0WdAPCdAuLR0PIS1jgfSkz	Amina Alaoui	1.0
11808	David D'Or	4YHRVB7vbNTngTudkT6myj	ArtistA Orkestra	0.3846153846153846
11809	The Be Good Tanyas	37PywjKNsxHji5F9eFODF2	The Be Good Tanyas	1.0
11810	Mosh Ben Ari	2hRgsNuAo7lhUqmrl25WD5	The Artist Ren	0.46153846153846156
11811	Ben Gibbard	22dFwJoRBV51ue5TGnC7Dt	Beny Jr	0.5555555555555556
11812	Say Hi to Your Mom	2W6fPatMdweub1APjva5KD	Sayedar	0.31999999999999995
11813	Alsou	5AcAxnSYc5RNLA6Iy3dZxD	Alsou	1.0
11814	Be'lakor	6HhnhnxLsowYuuejvku0Bz	Lartiste	0.375
11815	Duskfall	7FLKs7QbZ6vJaWfGm1SeHR	Duskfall	1.0
11816	Hiroshima Will Burn	3h5sS4E9Q4YKTuiFtSAPRu	Hiroshima Will Burn	1.0
11817	Sybreed	5YKzmXqu3KxPoBSGIF7Yii	Sybreed	1.0
11818	The Saviorz	3tgWczBZRWuIBXxLwPVqoo	Saviorz	0.7777777777777778
11819	Be Your Own Pet	4MoCPQEZqegox8Ng6SUGrb	PM Artist Sessions Project	0.4390243902439024
11820	Anthony Stewart Head	6umISjDAHVLP3tvJMM80jw	Anthony Stewart Head	1.0
11821	Hector	46EVasHDUzMdhBXeQ7r0W2	Hector	1.0
11822	OLIVIA inspi' REIRA (TRAPNEST)	6FZjDjZ1ScInda6j72xGS3	OLIVIA inspi' REIRA(TRAPNEST)	0.9830508474576272
11824	Styles of Beyond	5bf6yYgHODBW5EreBZshpX	Styles Of Beyond	1.0
11825	岩崎琢	3Isy6kedDrgPYoTS1dazA9	Sean Paul	0.0
11826	Prodigy	1GwxXgEc6oxCKQ5wykWXFs	Prodigy	1.0
11827	Overseer	3V4c44pHzC8apm8HiiFF6V	Overseer	1.0
11828	Sharam feat. Daniel Bedingfield	7rVEQZBDtYmToQaYOQJCm2	Sharam	1.0
11828	Sharam feat. Daniel Bedingfield	4vo5IKFugn33ytkc7xHvEk	Daniel Di Angelo	0.7647058823529411
11829	Ikimono-Gakari	3DQ8jXtUWRT1GkZZutJvOw	Ikimono Gakari	0.9285714285714286
11830	ANNA inspi NANA	6hGeeWtXiGWNJKKzoyOf5v	Nana Spier	0.56
11831	Tenjou Tenge GREAT DISC 1	6Xb4ezwoAQC4516kI89nWz	Imogen Heap	0.33333333333333337
