lastfm_artist_id	lastfm_artist_name	spotify_artist_id	spotify_artist_name	similarity_score
3778	Sly & The Family Stone	5m8H6zSadhu1j9Yi04VLqD	Sly & The Family Stone	1.0
3779	Fates Warning	4S6URhg3PMKnCv9clR4ejE	Fates Warning	1.0
3780	D.R.I.	5NlawbBDGkH8W9SblamHZO	Drics	0.5454545454545454
3781	Violent Femmes	0rpMdBzQXf7aYRnu5fDBJy	Violent Femmes	1.0
3782	Primordial	0BZr6WHaejNA63uhZZZZek	Primordial	1.0
3783	Sleep	5hTKoTRV2qVr53ZOblna9C	Sleeptune	0.7142857142857143
3784	GBH	0yqupKw0GMDWXHpsxCPysY	GBH	1.0
3785	Spazz	2kDXtCACfXXLm0pJ9jPfUG	Spazz	1.0
3786	GWAR	3dnH7fdVm2X07MK6Fkbhbt	Gwar	1.0
3787	Cross Examination	6h044kbtRZ5CzfR2GIt3sq	Cross Examination	1.0
3788	Cynic	5nXldeedEas60jZnMi40p4	Cynic	1.0
3789	Bad Manners	0GShYlUdyLahdsvgKdselx	Bad Manners	1.0
3790	Impetigo	7lCHkZBVxQ0eNkhGTcDT7l	Impetigo	1.0
3791	The Mighty Mighty Bosstones	5uYXMC13cIUulobh204QuK	The Mighty Mighty Bosstones	1.0
3792	Bad Brains	1oVj9JmPUPg4SQ2uerV2xc	Bad Brains	1.0
3793	The Disco Biscuits	1sahk8ZhHF9FB59DMyDi8D	The Disco Biscuits	1.0
3794	Porcelain Black	4fwikkWTgDv0A4gcnOFpcm	Porcelain Black	1.0
3795	Marilyn Monroe	5sEocv1pFst7o3pam69obY	Marilyn Monroe	1.0
3796	Tila Tequila	5vniIiDSxz4ozV2H5ZRY6e	Tila Tequila	1.0
3797	Blood Red Shoes	3r6Sk3pYxdJk7MekhBGgMR	Blood Red Shoes	1.0
3798	Septic Flesh	5MlEt7qqXqNSReeX76xK6b	Septicflesh	0.9565217391304348
3799	Misery Index	1kTUJy3zL57iEANLB9FpIA	Misery Index	1.0
3800	Unleashed	3MKwCexzAd8YTdsSjRkKbv	Unleashed	1.0
3801	Septycal Gorge	23YXDYSHl7PunK2XmCjqah	Septycal Gorge	1.0
3802	Acid Bath	3n5jeTRWZEbTPJWyHSYUqn	Acid Bath	1.0
3803	Wolfbrigade	0ixn2a4hS73Linz5TQGxVx	Wolfbrigade	1.0
3804	Defeated Sanity	0dy6peOuKo2QkwaNWPoJpx	Defeated Sanity	1.0
3805	Neurosis	1KHydwFySZY3YcWyo2q2dF	Neurosis	1.0
3806	Rotting Christ	7FhkwcO8Jd7BRWdllBpXBJ	Rotting Christ	1.0
3807	State of Mind	6Piel9jEbV4Qb18Yw1B2dI	State of Mind	1.0
3808	Lunar Aurora	6eDLyjHVlfYmOFlY7pdiNK	Lunar Aurora	1.0
3809	Electric Wizard	4htjQW3lgIwL6fEJlTOez4	Electric Wizard	1.0
3810	The Ocean	6fuALtryzj4cq7vkglKLxq	The Ocean	1.0
3811	Infernal Revulsion	4nbYumM4VRou9h97bUidfb	Infernal Revulsion	1.0
3812	The Qemists	2McLd7klWE4UjkPLqqMwLv	The Qemists	1.0
3813	Tides From Nebula	1CzKORB9IN0EjPEyeKBIkf	Tides From Nebula	1.0
3814	Severe Torture	2LkGWKBS0nNlEtqx4khGf1	Severe Torture	1.0
3816	Inherit Disease	643gqRRKokptXFs1ZZrkWt	Inherit Disease	1.0
3817	Maybeshewill	33qUIIydEBgWpe58IA0o61	Maybeshewill	1.0
3818	Iron Monkey	5Qfqa9FeOchAWt6kfuvZbY	Iron Monkey	1.0
3819	Abominable Putridity	4gJMeUuNoD9eeKZkOHLWMO	Abominable Putridity	1.0
3820	Malevolent Creation	1NrkyGnaWUYV1hLP74pp6X	Malevolent Creation	1.0
3821	Francesco Guccini	5Pa0BjjSDSiWuak0O1PbHL	Francesco Guccini	1.0
3822	Endstille	2sbqWkkt4GydNSZPRr1ubf	Endstille	1.0
3823	Pretty Lights	4iVhFmG8YCCEHANGeUUS9q	Pretty Lights	1.0
3824	Sinister	6rJPCPv9Nf0AeCFYCDNTZd	Sinister	1.0
3825	Kronos	2B3mYtzGes0f92Yfn4mVQD	Kronos	1.0
3826	Celeste	49HlOY4gkHqsYG9GCuhkcc	Celeste	1.0
3827	Dolphin	2pktDyTJxrLJo7dL2qT1pA	Dolphin	1.0
3828	Дубовый Гаайъ	5Q9jLWVUYjBl5Kgo90pMjs	Дубовый Гаайъ	1.0
3829	Мишины Дельфины	7lXRmbLzU7oYL30dCcDBes	Мишины Дельфины	1.0
3830	Крематорий	1iYgqIJIZ7NUyVFA7eoqoi	КРЕМАТОРИЙ MUSIC	0.7692307692307692
3831	Аквариум	0RVIZpggXkAvhGOW4EFfWG	Аквариум	1.0
3832	Morten Harket	08t5VdmH6cpxHXUmb9bFeP	Morten Harket	1.0
3833	Lumen	6wtLDIGKKFNj1SgEJgkfVu	lumen	1.0
3834	Блондинка Ксю	5wZfu4tskyeAuAuf6DlMDa	Блондинка Ксю	1.0
3836	Чайф	7sU0zqz7vNwuIXkzcFrMC1	Чайф	1.0
3837	Алиса	0czUqVxop2X2mqgdaXUpd2	Алиса	1.0
3838	Михей	0XoinGs3UMuj4zaM547xc7	Михей	1.0
3839	Чиж	12Bx6tDkI1FJFnhQCWvU0Y	Чиж	1.0
3841	СерьГа	2Mi489qZNEB7orRbtDa0yb	СерьГа	1.0
3843	Мальчишник	0j6ekU1RYCLajWCgYCDd1V	Мальчишник	1.0
3845	Михей и Джуманджи	3vGiICCNIZGwf7AC0Wpmsy	Михей и Джуманджи	1.0
3846	The Wailers	6uSKeCyQEhvPC2NODgiqFE	The Wailers	1.0
3849	НАСТЯ	6Zojp62LXApdkae2apVq9p	Настя Кош	0.7142857142857143
3850	Танцы Минус	5a3Wzou4CZLuCy8brhfHlR	Танцы Минус	1.0
3851	Настя	6Zojp62LXApdkae2apVq9p	Настя Кош	0.7142857142857143
3854	Mo' Horizons	3tuX54dqgS8LsGUvNzgrpP	Mo' Horizons	1.0
3855	Andrius Mamontovas	28Ay5v0M2uegKIswk4dUWQ	Andrius Mamontovas	1.0
3856	Rob Thomas	3aBkeBhwadnWMWoVJ2CxJC	Rob Thomas	1.0
3857	Гости Из Будущего	1QFt2kxNmUm3V7LOfQNL1b	Gosti iz buduschego (Гости из будущего)	0.6071428571428572
3858	Late Night Alumni	6JtFllJR7nhh8fa6oGefSj	Late Night Alumni	1.0
3859	Daughtry	5P5FTygHyx2G57oszR3Wot	Daughtry	1.0
3860	Molly Johnson	0OhbmRARz9nrChla8W2OGU	Molly Johnson	1.0
3861	Koop	7wyBxBXLVLaiF2jxHCpvTe	Koop	1.0
3863	Blank & Jones	2XTff332rrZaE1rBM47Krp	Blank & Jones	1.0
3864	Foje	1dYgdOMg4XebDBOo7EsnCe	FOJE	1.0
3865	Nek	6gjAbs229sNHhSskJpQ2mG	Artist Unknown	0.23529411764705888
3866	Will Young	2U6gqwyl9F33YxawnFrZG7	Will Young	1.0
3867	M People	3lcbKPLl0ci2mKRdcP5Etf	M People	1.0
3868	Kaskade	6TQj5BFPooTa08A7pk8AQ1	Kaskade	1.0
3869	Jurga	5hHX6MERf3NvtGkzzpozx0	Jurga	1.0
3870	Alina Orlova	7LMlaqzutxVEEEung8DPbE	Alina Orlova	1.0
3871	Daniel Powter	7xTcuBOIAAIGDOSvwYFPzk	Daniel Powter	1.0
3872	Atif Aslam	2oSONSC9zQ4UonDKnLqksx	Atif Aslam	1.0
3873	Chris Daughtry	6UEvetDZ4veYVgjA7RYrdI	Chris Daughtry	1.0
3874	Maria Callas	0bjdfjE8XbLa2Odstu6E1E	Maria Callas	1.0
3875	Nitin Sawhney	5NCKpzuowtihcIrIHFjKbJ	Nitin Sawhney	1.0
3876	Chris de Burgh	2RpHsROrX075xfIwHn6B2U	Chris de Burgh	1.0
3877	Pink Martini	6KyUat70qaniuiZq63HzFZ	Pink Martini	1.0
3878	Macy Gray	4ylR3zwA0zaapAu94fktwa	Macy Gray	1.0
3879	Elefante	5oYHL2SijkMY52gKIhYJNb	Elefante	1.0
3880	Массква	1MTnOFZTyOmJgm7FXVxPax	Лера Массква	0.736842105263158
3881	Lene Marlin	5TrH0BhpRgs2gkOb992bGC	Lene Marlin	1.0
3882	A.R. Rahman	1mYsTxnqsietFxj1OgoGbG	A.R. Rahman	1.0
3883	Abhijeet Sawant	4Wil7eB65FIL818mwO5dIc	Abhijeet Sawant	1.0
3884	Slowdive	72X6FHxaShda0XeQw3vbeF	Slowdive	1.0
3885	Julee Cruise	4Pt1HZtuJwrQB8l0ES5iTX	Julee Cruise	1.0
3886	Angelo Badalamenti	3Eeb1U0VJTDaFpBHV4DmHl	Angelo Badalamenti	1.0
3887	Shoc Corridor	3issXkNUUpqUYu7Ph4lTgc	Shoc Corridor	1.0
3888	Robert Plant	1OwarW4LEHnoep20ixRA0y	Robert Plant	1.0
3889	Chris Isaak	7290H8m1Dwt8G7jm1y9CQx	Chris Isaak	1.0
3890	Mazzy Star	37w38cCSGgKLdayTRjna4W	Mazzy Star	1.0
3891	Romeo Void	20kRNjGAzhnBIflemL8JfY	Romeo Void	1.0
3892	Soda Stereo	7An4yvF7hDYDolN4m5zKBp	Soda Stereo	1.0
3893	This Mortal Coil	5OK8j1JnhoBlivN32G7yOO	This Mortal Coil	1.0
3894	Colin Newman	7lm6HTAFVQjYvB0kniM6UN	Colin Newman	1.0
3895	Grand Popo Football Club	7a4sVbX1Mc12trFPPoBhUl	Le Grand Popo Football Club	0.9411764705882353
3896	Peggy Lee	602DnpaSXJB4b9DZrvxbDc	Peggy Lee	1.0
3897	Manuel García	4LIR7XQRqn0CyXMYSjKoTX	Manuel García	1.0
3898	Javiera Mena	6c0qylj1D1gqcUUN2P8Ofp	Javiera Mena	1.0
3899	Gepe	6ObFJ4MXsB3DH3Kc7TKV2R	Sape Kayan	0.2857142857142857
3900	Lucybell	3rqpBcetrJVphNTRHDv9ht	Lucybell	1.0
3901	The Gathering	2kO6zjt4a1OIqxOERhliEX	The Gathering	1.0
3902	CocoRosie	05fo024EFotg9songSENOZ	CocoRosie	1.0
3903	Entre Ríos	7aFqaaQlrRmK4d3wsEkfyT	Entre Rios	0.9
3904	Camila Moreno	0SJy1J0FgP21lbvGBMKT8H	Camila Moreno	1.0
3905	Jorge Drexler	4ssUf5gLb1GBLxi1BhPrVt	Jorge Drexler	1.0
3906	Happoradio	088hJWSolrJNzoNBo2cyOd	Happoradio	1.0
3907	Neljä Ruusua	77ZNPUSoDjoqlD44N0yETT	Neljä Ruusua	1.0
3908	Scandinavian Music Group	773p3GT2SYlZUbqTo1nXKI	Scandinavian Music Group	1.0
3909	Bad Boys Blue	6OXILsPD4WNJ7XiGMAkCWa	Bad Boys Blue	1.0
3910	Secret Service	3xmyGL7g6crcLsRy1TNOQU	Secret Service	1.0
3911	Moonlight Affair	1myeIN9iNNWc0PZdIVtKcf	Moonlight Affair	1.0
3912	Ilkka Alanko	4KGPlF7eEnZRgR31GRtoor	Ilkka Alanko	1.0
3913	Kaija Kärkinen	2XpVfaxKwixGe6plMLyAmU	Kaija Kärkinen	1.0
3914	Basic Element	30LHVVkGfgsyMZB8vjUwpZ	Basic Element	1.0
3915	PMMP	6LUnsRyqOZdHGTZqMlWVV2	PMMP	1.0
3916	Silent Circle	0ha8Qlns3CfrrLNI8CVIie	Silent Circle	1.0
3917	Vesterinen yhtyeineen	5VqqouYMb1I1IZHzEGqkMh	Vesterinen yhtyeineen	1.0
3918	Fancy	0CZzh950BDSsosMF5Lft5K	Fancy	1.0
3919	Apulanta	5kwthnxNdfnqGk0nL35wDC	Apulanta	1.0
3920	Bryan Ferry	5RNFFojXkPRmlJZIwXeKQC	Bryan Ferry	1.0
3921	Asia	1bdytLV3FPjyhfrb6BhMej	Asia	1.0
3922	Tehosekoitin	4ohX8O3IjjDnsc4y2OBe1t	Tehosekoitin	1.0
3923	Olavi Uusivirta	5LbUBFEG2qciScT9kwFqmV	Olavi Uusivirta	1.0
3924	Laura Närhi	7KHWXv1XVqqXuIZ8Ui5TDJ	Laura Närhi	1.0
3925	Chisu	0Wo2rgrMZVYn0u0uxlDPJP	Chisu	1.0
3927	Kutless	3lLT23km6QvzYCojCXAYtX	Kutless	1.0
3928	12 Stones	0DrXhci3WAyo0WJv1RBOG6	12 Stones	1.0
3930	Marli	1UYBl1b6pewBi9Ee06Rvfp	marli	1.0
3932	Tamara Angel	7oIMbzc0A9JKQWuppDZwn3	Tamara Angel	1.0
3934	10cc	6i6WlGzQtXtz7GcC5H5st5	10cc	1.0
3935	Francis Dunnery	6AwYzEa1yP6p0ombj7wxtZ	Francis Dunnery	1.0
3936	It Bites	7bZAkNyTJHbUySJvvUO3MH	It Bites	1.0
3937	Retro	2lYjnZ0AY9sLUbCP8Vv2Vx	Retrobüs	0.7692307692307692
3938	Wings	3sFhA6G1N0gG1pszb6kk1m	Wings	1.0
3940	Riverside	5yjbUO1Jocui7RKE30zfLT	Riverside	1.0
3941	The Associates	7GsdZ6T45uXudJ8Wsko9sB	The Associates	1.0
3942	Jellyfish	10flBVEy5MiUXOJWTaFsyL	Jellyfish	1.0
3943	Skindred	3jTlKw98Ql1jGRPYqhqHap	Skindred	1.0
3944	Hundred Reasons	5jcIIICg01zIq8InYieJ5w	Hundred Reasons	1.0
3945	Feeder	0ZZr6Y49NZWRJc0uCwqpMR	Feeder	1.0
3946	Puddle of Mudd	3dXaa6jwM7B52GZpaJEIr5	Puddle Of Mudd	1.0
3947	DJ BoBo	14dmbYen0AciYxu5n4Fkpd	DJ BoBo	1.0
3948	Alcazar	5HnkAAaf0MCIxMWzsJNrdg	Alcazar	1.0
3949	Double You	2x0mCNdW4P27f3WE0iuQTV	Double You	1.0
3951	Mr. President	7KBkgunlONG7LPxs93pgpp	Mr. President	1.0
3952	Joy Salinas	5gDS1vxLaRl22q23a3Yv5K	Joy Salinas	1.0
3953	Alexia	09ao6AC5gW8AxRBUVkqWIB	Alexia	1.0
3954	Corona	26T6b8maqEVltcmE4kSDUl	Corona	1.0
3955	E-Rotic	59jv1JLa4XNxXg7uxd04Nu	E-Rotic	1.0
3956	Schnuffel	5DGYCbg2g2iBsGL0klVz0A	Schnuffel	1.0
3957	The Soundlovers	6NRwWuLcR6Zcc8nzX4nBTv	The Soundlovers	1.0
3958	Jenny Berggren	44YSqyZYMSDBJYRwUVOCPs	Jenny Berggren	1.0
3959	ASAP	78XutVnHAT7FuS2CAqAecu	ASAP	1.0
3960	Whigfield	0lHoDF96DNKSIcIpcOfMnq	Whigfield	1.0
3961	SNZ	6ObFJ4MXsB3DH3Kc7TKV2R	Sape Kayan	0.3076923076923077
3962	LaVive	2goj5uDcUeqTCWZnqSIv9x	LaVive	1.0
3963	J.K.	6gjAbs229sNHhSskJpQ2mG	Artist Unknown	0.11111111111111116
3964	Masterboy	76JYFj8E2jcib0XIrnWR6E	Masterboy	1.0
3965	Leilah Moreno	0Fmz0oliVQFjQvwwYhQPvz	Leilah Moreno	1.0
3966	Modern Talking	79bxUQsBIXO8nVLB9fYKf7	Modern Talking	1.0
3967	Taleesa	2Fh1UVBGudugIFPx2IoggP	Taleesa	1.0
3968	Conexão Midi	37sOtNBsX8vOhfomYMjx5e	Conexão Midi	1.0
3969	No Mercy	2tUGlReCZRMoRgl0IS79i3	No Mercy	1.0
3970	Alex C	39bNADBVlQ0VIS61OqoTR6	Alex C.	0.9230769230769231
3971	Undercover	388gr5BQ9YqCP5TUALzJgi	UnderCover	1.0
3972	2 Brothers on the 4th Floor	5wsBGjgRsASMggXLPF7pYm	2 Brothers On The 4th Floor	1.0
3973	Vengaboys	0cwmNvclzPd8mQnoHuIksj	Vengaboys	1.0
3974	Fun Factory	22p5npx84cXYat7kgGocRZ	Fun Factory	1.0
3975	DJ Ötzi	0DR4z5jMA1eqx0CmHBUpkr	DJ Ötzi	1.0
3976	Ice MC	5wlyJXaam6QmyDn8qBLZx8	Ice Mc	1.0
3977	Andrew Sixty	0tL28wSf3OIwUNPzFiOzLA	Andrew Sixty	1.0
3978	Haddaway	0Suv0tRrNrUlRzAy8aXjma	Haddaway	1.0
3979	Fourteen 14	50IjTyzluxyKDn8y8NRX3A	Fourteen 14	1.0
3980	Dr. Alban	6BkcAbUkfIBM4XudxieMq8	Dr. Alban	1.0
3981	Paps 'N' Skar	0joQVhx15A1thJEhVsNJzW	Paps 'n' Skar	1.0
3982	Eiffel 65	64rxQRJsLgZwHHyWKB8fiF	Eiffel 65	1.0
3983	Rosenstolz	2nacZFQ7nlwSw4RpsZlbpP	Rosenstolz	1.0
3984	Miss Papaya	5FI10NMaBxvUuWgKAUAiA5	Miss Papaya	1.0
3985	Gigi D'Agostino	1OAjDaKgg00KCUYqDe68un	Gigi D'Agostino	1.0
3986	Final Selection	0QJrZLDutksKmzhvvB0VQr	Final Selection	1.0
3987	Tom Jones	1T0wRBO0CK0vK8ouUMqEl5	Tom Jones	1.0
3988	Mesh	3FN5zlwWsprtmBPDnuTxvD	Mesh	1.0
3989	Бригада С	5Gwr80lc3QA5lFyytykbkm	Бригада С	1.0
3991	Bertine Zetlitz	5Ecypk9dy3PpNdikTIf6UL	Bertine Zetlitz	1.0
3992	Everything but the Girl	13ccXrK7AmXb4TddMkE7jy	Everything But The Girl	1.0
3993	Shocking Blue	5WimOFbBnCU5wI6t5PPpEk	Shocking Blue	1.0
3994	Tanita Tikaram	2gTl60Ao3u7bljVnAqxPh8	Tanita Tikaram	1.0
3995	Blockhead	7bHm3B3jJju0q9FUdOgp3b	Blockhead	1.0
3996	Sexepil	2zX8FgrNZBLkwpoKKYKTec	Sexepil	1.0
3997	Veil of Maya	2i7CQcVBh2K6uOR3CH09M1	Veil Of Maya	1.0
3999	The Contortionist	7nCgNmfYJcsVy3vOOzExYS	The Contortionist	1.0
4000	Circle of Contempt	4F4mbCPv89JYvnS2FuIAEX	Circle of Contempt	1.0
4001	Last Chance To Reason	2yipEy4OI8E6ppgifCkKKS	Last Chance To Reason	1.0
4002	Within The Ruins	5mscNJ6lE9Kj7tWv4iCk7y	Within The Ruins	1.0
4003	After the Burial	0uNj4RxFjG0iVPlZS753en	After The Burial	1.0
4004	The Faceless	1FQ6uth7icR6Jhla16K2vC	The Faceless	1.0
4005	The Intake of Glass	2516mmjrz4mbu9huSjUhtd	The Intake Of Glass	1.0
4006	Conducting From the Grave	4RwCcFq1OnRF3cRnZVlVp7	Conducting From The Grave	1.0
4008	Arbiter	1N6tNDgqTr1tl9M9HGPQ6N	Arbiter	1.0
4009	Scale The Summit	16Uqo1jjtPiKI4zU1Ficgb	Scale The Summit	1.0
4010	City In The Sky	5okcQUAeY3gQ8i0tewuFHU	A City In the Sky	0.9375
4011	Children of Nova	1Qrm3CaD7CZm5o0BtOIpEw	Children of Nova	1.0
4012	Across The Sun	6VKizxlopQ1dB3pALlSVGa	Across The Sun	1.0
4013	Make Them Suffer	0FZcPgWI3BsFQl4rOAGSHT	Make Them Suffer	1.0
4015	Bulb	5HdpAAQIqmEIuvieZpKPGy	Bulbul	0.8
4016	Rings Of Saturn	67Zm35qXdPzYfl1c3M0toJ	Rings of Saturn	1.0
4017	CENTURIES APART	3aK8ihdVMLEkOfyI8aIAiU	Centuries Apart	1.0
4018	An Obscure Signal	4bLoP3PQc5nt3kXEwTEUXd	An Obscure Signal	1.0
4019	Volumes	1DgmdsnwOexqTH8ohPCFAU	Volumes	1.0
4020	Structures	7ym3CMfXJCuyIMf60Vm9Wm	Structures	1.0
4021	Ion Dissonance	3KjkcT0s7a7JDlzsXffnDo	Ion Dissonance	1.0
4022	Midnight Juggernauts	2tGIh9kwbXuko0z3BTldBx	Midnight Juggernauts	1.0
4024	Benny Benassi	4Ws2otunReOa6BbwxxpCt6	Benny Benassi	1.0
4025	The Presets	1zTAQ6zkGz2L2i6lfR30EX	The Presets	1.0
4026	Monarchy	4YXRO4slasYnty9nb73LrO	Monarchy	1.0
4027	Mr. Oizo	0b9ukmbg0MO5eMlorcgOwz	Mr. Oizo	1.0
4028	Chromeo	2mV8aJphiSHYJf43DxL7Gt	Chromeo	1.0
4029	Boys Noize	62k5LKMhymqlDNo2DWOvvv	Boys Noize	1.0
4030	We Are Terrorists	3p9uPDkIZ0mYtY84NDwtRo	We Are Terrorists	1.0
4031	Freddie Mercury	4M1FpEWs2PeYfJe7xxJfhH	Freddie Mercury	1.0
4032	Glass Candy	7atGlyFY5574ph1tGMs6gD	Glass Candy	1.0
4033	Surkin	1XqqyIQYMonHgllb1uysL3	Surkin	1.0
4034	JDP	1d4uM0g9449nE9TV5KeWch	Lejwe La Motheo Artist Development	0.16216216216216217
4035	Major Lazer	738wLrAtLtCtFOLvQBXOXp	Major Lazer	1.0
4036	Ferry Corsten	2ohlvFf9PBsDELdRstPtlP	Ferry Corsten	1.0
4037	Gipsy Kings	3jc496ljiyrS3ECrD7QiqL	Gipsy Kings	1.0
4038	Grafton Primary	05yQvTxOQFpKKYDKKuBKYP	Grafton Primary	1.0
4039	DatA	4kFPGIhw9ra8vS19pPr19x	DATA	1.0
4040	Penguin Prison	5VsOThWOagH8C8gCvIy13k	Penguin Prison	1.0
4041	Thomas Bangalter	41vv2Tj1knysv6MuFUmdwi	Thomas Bangalter	1.0
4042	Damn Arms	1Fkq4QuevW3pU77VS7tzNf	Damn Arms	1.0
4043	2 Unlimited	18JD8DVlD1fakDAw7E9LFC	2 Unlimited	1.0
4044	Soap&Skin	2mAYpnSe3g2Y22JcZ2ddku	Soap&Skin	1.0
4045	Ampop	5FnQ61W25UmgeYPD3SnooP	Ampop	1.0
4048	Scout Niblett	3gSfOAPCvsDDVDBeSLl9v6	Scout Niblett	1.0
4049	MUM	5FK1YzcREfjBuxM8i7UtBe	Ece Mumay	0.5
4051	Morphine	3QgSmABpItIdj908ek80n5	Morphine	1.0
4052	Dead Man's Bones	66uU7VPJQ8eC06LAZyqYYk	Dead Man's Bones	1.0
4053	Mount Eerie	4Sw0SFu1fFdYXdAEVdrqnO	Mount Eerie	1.0
4054	Paul Cantelon	1kyGiBwd8U55fAakEoMLS0	Paul Cantelon	1.0
4055	Лист	0AUFxaGe7STJjetZ5pmgGM	Листва	0.8
4056	Liquid Divine	25Q58szbh5Crvgi3ckjg3n	Liquid Divine	1.0
4057	Paavoharju	1MkCtMVtwdvi8G7qfYQUd8	Paavoharju	1.0
4058	The Brian Jonestown Massacre	30uiS1n3uIGXJEYFR1GVDy	The Brian Jonestown Massacre	1.0
4059	The Black Angels	0VNWuGf8SMVU2AerpdhMbP	The Black Angels	1.0
4060	The Warlocks	3ihmiCsHK3zqlZRIZRubev	The Warlocks	1.0
4062	Fela Kuti	5CG9X521RDFWCuAhlo6QoR	Fela Kuti	1.0
4063	Warpaint	3AmgGrYHXqgbmZ2yKoIVzO	Warpaint	1.0
4064	Spiritualized	6DKmuXxXASTF6xaJwcTfjv	Spiritualized	1.0
4066	The Shortwave Set	777f0OUQqdO5tC0DiTraXM	The Shortwave Set	1.0
4067	Darker My Love	6lNdjatBO3aCJfYYPDKCm6	Darker My Love	1.0
4068	The Rutles	2KJa0Dc4Srr2uVSaKmRuMp	The Rutles	1.0
4069	The Dandy Warhols	7siPLyFwRFYQkKgWKJ5Sod	The Dandy Warhols	1.0
4070	Paper Fortress	7g0O0iCbDSgITCQcDNi0qT	The Paper Fortress	0.875
4071	Chatham Rise	2NtrPFgVpiPFNAjrMOl0JN	Chatham Rise	1.0
4072	Denison Marrs	42KTwJ6ieZWUbp9z7zbqVe	Denison Marrs	1.0
4073	Brendan Benson	2Ij97fuR3unjlboQfIYs31	Brendan Benson	1.0
4074	Silversun Pickups	6qyi8X6MdP1lu6B1K6yh3h	Silversun Pickups	1.0
4076	Imaad Wasif	4stGUCL6VDvSDDi4f0jpeV	Imaad Wasif	1.0
4077	Sun City Girls	4dLMZxQfpUhAJm4mYdGqkZ	Sun City Girls	1.0
4078	Pylon	0eLbmh14uMx3VB0MPM1r4L	Pylon	1.0
4079	Wilco	2QoU3awHVdcHS8LrZEKvSM	Wilco	1.0
4080	The Heads	1iGQpVzGEvIGOHVLljx2W1	The Heads	1.0
4081	Secret Chiefs 3	3H6yIZ1GLpc1WV51iuyZgp	Secret Chiefs 3	1.0
4082	Spacemen 3	1ZOlVrZ2MtNSY9LcFYklDB	Spacemen 3	1.0
4086	I Create	1LMcauDFLGiOqfYMS81HrE	I Create	1.0
4087	Raul Seixas	7jrRQZg4FZq6dwpi3baKcu	Raul Seixas	1.0
4089	Cold War Kids	6VDdCwrBM4qQaGxoAyxyJC	Cold War Kids	1.0
4091	Shikari	3x6kcfaA0rTHIEHmM7SUJ1	Shikari	1.0
4092	Dinosaur Jr.	267VY6GX5LyU5c9M85ECZQ	Dinosaur Jr.	1.0
4094	John Fahey	4js8BDiQwnHLlDmT1shPH7	John Fahey	1.0
4095	Trumans Water	3GQRTA9DtNlGbQqu8ST1Xx	Trumans Water	1.0
4096	The Chariot	3JEDaDPsOev2axi1kVvnb3	The Chariot	1.0
4097	The Flatliners	6bx5jeXP6LSRVY29adUFdB	The Flatliners	1.0
4098	This Is Menace	2xP3ov8HNy2MNnbIlxaVTW	This Is Menace	1.0
4099	Cancer Bats	10YNQq86z4shHwDSymTyWc	Cancer Bats	1.0
4100	He Is Legend	53cAPynhUIC5WFgPPfbp2r	He Is Legend	1.0
4101	Heavy Heavy Low Low	7oDukxx8ez7bbs25rWqNpc	Heavy Heavy Low Low	1.0
4102	Maylene and the Sons of Disaster	5qSQDLG1CdotFh8eWhm7yT	Maylene And The Sons Of Disaster	1.0
4103	From Autumn to Ashes	1t0af5EH36iQVJ06XnLDOt	From Autumn To Ashes	1.0
4104	Scary Kids Scaring Kids	3cdos5vq3wSUR8mEvMiqq9	Scary Kids Scaring Kids	1.0
4105	KoЯn	1SAObfwYJSC9qgMlCcUVRp	Artist Ko Ensemble	0.2727272727272727
4106	Exit Ten	3XQOZxFrxPeRlTeZRdoGGw	Exit Ten	1.0
4107	Some Girls	4TiOex7AXfKAY2Tb6GlPz2	Some Girls	1.0
4108	Emancipator	6HCnsY0Rxi3cg53xreoAIm	Emancipator	1.0
4109	Badly Drawn Boy	244fcyNSuyhbRlMGfMbYrO	Badly Drawn Boy	1.0
4110	光田康典	70i2Ub076kETAXPE1PH4Cr	光田康典	1.0
4111	Acid House Kings	615PlJiTuB5O3F424mvtHq	Acid House Kings	1.0
4113	Lamb	6pSQcy8935ABNiK2qOpOlK	Lambert	0.7272727272727273
4114	Ben Kweller	7bhMBjjQhgPX0q9S4Ajncn	Ben Kweller	1.0
4115	The Vines	7vkiEK5D7Gf0z4M1Va0CXD	The Vines	1.0
4116	The Cinematics	7M6zxq59QM0CMvvYprtzOZ	The Cinematics	1.0
4117	Saltillo	18JBdXUxvLhn2T0Y3o4WqI	Saltillo	1.0
4118	The Postal Service	5yV1qdnmxyIYiSFB02wpDj	The Postal Service	1.0
4119	VETO	6LhACAqPCMAf2jnSgE8aqa	Veto	1.0
4121	Bosques de mi Mente	2dllTWAsOuAwjvUMKy9g3d	Bosques de mi Mente	1.0
4122	Dirty Elegance	5dhzO9tAtqJcXpcdBrnuLz	Dirty Elegance	1.0
4123	Mike Oldfield	562Od3CffWedyz2BbeYWVn	Mike Oldfield	1.0
4124	UFO	6gjAbs229sNHhSskJpQ2mG	Artist Unknown	0.23529411764705888
4125	Status Quo	4gIdjgLlvgEOz7MexDZzpM	Status Quo	1.0
4126	Vangelis	4P70aqttdpJ9vuYFDmf7f6	Vangelis	1.0
4127	Flash and the Pan	573nSltoBinkbQXk5JSY9U	Flash and the Pan	1.0
4128	Porter Band	1EEcrFtlXq3WPzrsLkN87I	Porter Band	1.0
4129	The Jam	2P560DaOMNDUACoH8ZhOCR	The Jam	1.0
